GeneID	SL	SP	XL	XP
Bra000001	0	0	0	0
Bra000002	0	0.00587471	0	0.012777
Bra000003	29.33951	26.05226	24.926272	21.745123
Bra000004	2.41987	7.01586	2.62725	4.65833
Bra000005	76.631146	54.5449	70.82772	59.59127
Bra000006	606.058	423.589	574.533	433.723
Bra000007	5.77475	8.32277	4.92888	8.33375
Bra000008	0.0104451	0.0597352	0.0904225	0.3769748961
Bra000009	230.257096	197.083905	267.631151	313.114418
Bra000010	0	0	0	0.0170608
Bra000011	14.880695617	23.044	44.5621922	40.8623
Bra000012	3.313257	4.46825	3.022264	4.5450809644
Bra000013	1.1796962	1.68174065238	1.47128985499	3.1093629066
Bra000014	0.00485911	0	0.00666616	0.00533006
Bra000015	122.482	48.6615	86.9655	25.3619
Bra000016	0	0	0	0
Bra000017	0	0	0	1.09819
Bra000018	8.226957	5.283301	6.008263	2.878397
Bra000019	15.1728	5.5116349	11.614	6.1710935
Bra000020	0	0	0	0
Bra000021	9.318884	9.91945	7.700818	7.498643
Bra000022	0	0.0354539	0	0.0389224
Bra000023	11.4824361	9.8617015	9.7297681	8.18082032
Bra000024	5.8709541	2.4675544	4.539647474	2.0189614
Bra000025	0.0550176	0	0.0237904	0.686744
Bra000026	0.8421978	2.3879687	1.6599933	2.292567
Bra000027	0.029080608215	5.789606	0.3109562	5.711885
Bra000028	20.5176	28.9389	35.1404	44.897
Bra000029	8.322373	8.244919	14.116136	10.796801
Bra000030	0.4744413	0.9829409	0.41478663	2.333318
Bra000031	4.73727	3.783956	8.761563	2.682948
Bra000032	54.075	38.6244	77.0321	30.6966
Bra000033	0	0	0	0.00810382
Bra000034	21.1644589	14.7749085	22.4286807	20.3736207
Bra000035	32.438186	22.014504	27.915381	22.0511421
Bra000036	10.342975	15.688102	14.698749	25.687913
Bra000037	20.1906259	14.5778097	27.864549	18.538517
Bra000038	9.49745	10.29386	8.279783	5.474781
Bra000039	12.1012558	4.82326	12.043635	4.9120081
Bra000040	0	0	0	0
Bra000041	0.261679	2.21729	0.289153	0.321663
Bra000042	8.389157	8.531772	4.465975	11.8152511
Bra000043	9.502933	10.008369	8.4816067	7.349595
Bra000044	0.01989771	0.1361614	0.06296037	0.3729916
Bra000045	0.00869576	0.225278	0.0232952	0.4410383
Bra000046	0.7871064	5.191643	0.5192412	6.94697
Bra000047	10.333387	15.617882	14.828385	31.112195
Bra000048	0	0	0	0.00420768
Bra000049	7.39915	0	0	0
Bra000050	0	0	0	0
Bra000051	0	0	0	0
Bra000052	4.46503	27.384	21.5063	45.7141
Bra000053	0.0419846	1.013788	0.132361	3.1214726
Bra000054	0.0516751	0.126017	0	0.0696653
Bra000055	13.8340268	28.5804756	17.385688	28.517903
Bra000056	154.358	166.482	214.252	262.385
Bra000057	4.41297	6.14582	4.80738	5.52255
Bra000058	0	0	0	0
Bra000059	0.16846545	1.0670152	0.0882689	0.376919
Bra000060	28.556134	19.731445	46.875067	22.631327
Bra000061	0	0.0453119	0	0
Bra000062	20.8338708	21.573015	20.6858314	19.2060564
Bra000063	3.810091	6.737392	5.33028	11.128476
Bra000064	13.484608	45.83243	17.86486	107.16814
Bra000065	2.009348	3.767895	3.92339	4.821522
Bra000066	0	0.0361177	0	0.0270304
Bra000067	3.2717062	1.226312	0.6229753	0.12622488795
Bra000068	0	0	0	0
Bra000069	3.770349	4.045255	4.3322765	3.679835
Bra000070	1.6545318	3.009318	1.7487829	2.578684
Bra000071	9.9008141	10.2256269	8.8019974764	8.765173559
Bra000072	0.0341224	0.0628972	0.0137351	0
Bra000073	8.768908	7.4035725	8.39613	5.4762249
Bra000074	0	0.753106	0.0182382	0.6239548
Bra000075	12.5177795	14.9849268	8.8107908	8.756523115
Bra000076	0	0	0	0
Bra000077	0.4877374	0.503915	0.462819	2.0146889
Bra000078	0	0	0	0
Bra000079	0	0.45186636	0.044573998	2.006811
Bra000080	0.1036395	1.85162	0.0767555	9.216483
Bra000081	77.436747	73.62993	76.766538	54.821609
Bra000082	0.4732999	2.736243	0.249655	1.072754
Bra000083	0	0	0	0
Bra000084	21.779669	15.13504	22.153729	17.131145
Bra000085	4.9757715	9.199745	5.547906	10.6069692
Bra000086	0	0.0395189	0	0.0899711
Bra000087	0.00759249	0.0130228	0.023249	0.0138941
Bra000088	17.048582	20.623421	18.715562	22.485095
Bra000089	20.46474	20.301808	19.355418	18.179129
Bra000090	55.89505	63.78621	83.3614	70.25558
Bra000091	9.907436	10.2999	13.834675	11.210831
Bra000092	6.832926	13.657097	11.639163	19.118053
Bra000093	0.837977	4.67272	3.17124	20.4796
Bra000094	9.540026	4.720671	6.1692086	4.955534
Bra000095	0	0.126908	0	0.290188
Bra000096	0.547805	0.597624	0.2569583	1.819172
Bra000097	10.68505	11.319654	10.170476	11.514407
Bra000098	12.026436	24.97321	15.08999	12.817439
Bra000099	0	0	0	0
Bra000100	31.1418996	25.561448	26.4406127	19.3183736
Bra000101	0	0.0376417	0	0
Bra000102	3.5081387	15.481691	6.11425	17.699728
Bra000103	4.393718868	2.948083	3.5704796	2.605683
Bra000104	0	0	0	0
Bra000105	0	0.00389977	0	0.00993541
Bra000106	0	0	0	0
Bra000107	0	0	0	0
Bra000108	4.381229	4.4501676	4.72739	4.2765706
Bra000109	0.032361299017	0.6629511	0.03473163	0.54376464
Bra000110	0	0	0	0
Bra000111	138.59155	62.22004	150.49384	64.988115
Bra000112	26.839	21.4838	30.8779	41.7929
Bra000113	0	0	0	0
Bra000114	28.758857	24.78327953	26.6505881	22.2556472
Bra000115	22.889517	11.48268	33.617135	14.211744
Bra000116	0	0	0	0
Bra000117	13.8545069	18.7916427	15.5686728	17.6743375
Bra000118	14.7433	13.2316	12.5498	3.15042
Bra000119	5.754	2.88827	6.38661	0.375698
Bra000120	12.239506	18.099103	20.8538859	29.0835731
Bra000121	0.0773844	0.54027184	0.22931377	0.52727492
Bra000122	4.364253	5.2503169	16.5823291	2.12529248
Bra000123	0	0	0	0
Bra000124	0.8667084	1.1716231503	2.7514532	1.0716883436
Bra000125	137.837938	86.513859	103.961274	13.250589
Bra000126	17.949439	12.446314	14.611569	13.126606
Bra000127	8.277632	7.884813	8.7253613	8.8513038
Bra000128	0.796214403	0.8846261	5.177943	1.345198
Bra000129	54.92857	8.2437081	22.737559	2.0810323
Bra000130	10.9088	12.7423	13.5536	10.8348
Bra000131	8.175596	8.617785	8.6037277	7.3817326
Bra000132	0.2079684	0.75127016486	0.23438808949	3.325175
Bra000133	0	0	0	0
Bra000134	10.2356476	6.320831	7.505638	2.8276286
Bra000135	65.386171	60.825077	74.48797213	92.847044
Bra000136	10.987132	10.4951742	10.8009781	8.4204484
Bra000137	0.0516273	0.0528586	0	0.0276002
Bra000138	0.683032	0.915171	0.832844	1.18258
Bra000139	17.498186	17.618701	15.425659	14.018214
Bra000140	5.685321	16.741	8.53549	43.17866
Bra000141	0.5347072	8.643306	0.49019170635	8.9844638
Bra000142	1.542559	5.325064	1.521026	39.41194
Bra000143	20.9795	18.5278	23.1691	14.6193
Bra000144	42.6601431	149.9146402	111.7771083	417.2967793
Bra000145	37.9497774	21.6242469	34.5132256	18.5940299
Bra000146	0	0	0	0
Bra000147	6.02167745	4.320913533	4.9667596	3.8477655
Bra000148	0	0	0	0
Bra000149	142.31837	89.45354	148.12324	108.06847
Bra000150	1.5442555978	9.036981	2.6777249	9.2773331
Bra000151	19.217573	16.393668	17.382413	16.829742
Bra000152	2.13190835	2.4236275049	2.1395056	4.6062311
Bra000153	9.4206054	8.8540362	9.4857246	10.3963376
Bra000154	104.812129	71.049041	114.103339	66.690025
Bra000155	3.336586	4.564643	2.992092	3.178555
Bra000156	18.872315	16.186827	17.716499	10.82215
Bra000157	22.432342	16.967625	25.707432	22.97326
Bra000158	52.7876	201.207	96.3786	406.826
Bra000159	69.2719245	84.658049	77.148388	81.1730722
Bra000160	0.220953	1.813515	0.4769491	11.390813
Bra000161	25.672595	25.410221	23.070596	25.094143
Bra000162	4.7905432	3.3730767	4.4636686	4.53080383
Bra000163	228.21747	115.92387	205.16635	120.111825
Bra000164	11.497576	9.509317	8.73099	8.26088
Bra000165	76.0328	104.247	80.0278	85.6882
Bra000166	6.962899056	7.721615249	6.713302551	8.29477236698
Bra000167	3.872075	3.412641	3.013411	2.679348
Bra000168	0	0	0	0
Bra000169	5.4391592	3.9475014	3.2797785	4.7537884
Bra000170	0.00604771	0.443167	0.1047078	2.352629
Bra000171	53.011438	42.30599	36.733571	32.470571
Bra000172	0	0.0157205	0	0
Bra000173	0	0	0	0
Bra000174	0.036329	0	0.104362	0.079462
Bra000175	0	0	0.00374743	0
Bra000176	0	0.0146744	0	0.074816
Bra000177	12.86963	4.05575	5.20049	2.837783
Bra000178	6.3393696	7.90761	9.27038628	10.4251711
Bra000179	2.14036	1.30994	1.83351	0.89516
Bra000180	0	0	0	0
Bra000181	46.150871	23.7268819	36.8356153	14.9338504
Bra000182	16.6111767	10.045618	17.050385	14.8938281
Bra000183	0	0	0	0
Bra000184	0.0210394	0.0520957	0.15813	0.229073
Bra000185	1.076133	1.296473	1.435575	1.225064
Bra000186	3.6433766	4.81875	6.535076	6.3740134
Bra000187	0.2600058926	12.753695	1.0680015	18.612949
Bra000188	0.0164467	0.628677	0.0517422473	1.414007
Bra000189	6.31088	14.6946	9.16862	3.84039
Bra000190	3.1405715	10.885147	4.0231067	22.148928
Bra000191	0	2.51759	0.622435	3.43234
Bra000192	0	0	0.0174559	0
Bra000193	57.485	46.54015	66.04559	65.817342
Bra000194	1.292288	2.724687	3.0097227	1.8512508307
Bra000195	0.143435	0.593695	0.24031678	0.8126476
Bra000196	7.87986	6.628013	8.38617	6.839781
Bra000197	10.919768	10.845529	8.3572583	14.872009
Bra000198	35.822571	22.751726	32.996973	22.091083
Bra000199	0.0823726	2.0497566	0.47593254	2.336602
Bra000200	0.678303	0.55387	0.559842	0.584576
Bra000201	16.7377211	12.4870752	15.6266055	11.4408336
Bra000202	0	0	0.0080873	0.0306926
Bra000203	7.727949	2.7183907	10.270462	3.486926
Bra000204	20.675438	20.091137	19.701538	36.836871
Bra000205	1.21228	0.730316	1.50202	0.624283
Bra000206	12.78056	7.102447	9.3527	9.045282
Bra000207	11.70769	12.59124	15.0758	16.76119
Bra000208	0.702454	0.5189121	0.436584	0.297445
Bra000209	11.652390835	13.763748041	10.8230624212	9.43011847
Bra000210	0	0	0	0
Bra000211	26.360749	24.611082	23.508203	31.298564
Bra000212	0.04220206331	0.5886653	0.3528726	2.104989
Bra000213	4.081175	3.888949	4.29280974	4.50329551
Bra000214	22.65786	63.1287	32.63981	116.4649
Bra000215	1.9239314	5.0605842	2.3089276	8.1264705
Bra000216	18.96147	8.28788	17.09372	7.08416
Bra000217	0.1331696	1.8092481707	0.08527629	3.075594
Bra000218	0.134589254858	1.3688746	0.297918	6.926592
Bra000219	0.0037772	0	0	0
Bra000220	21.3406757	26.1196494	17.1038061	16.9831984
Bra000221	0	0	0	0
Bra000222	0.81826968	1.4379435	1.6338499041	6.8682484
Bra000223	0.0908025	0.822739	0.187305	4.351775
Bra000224	19.068767	4.856009	11.066133	1.4366338
Bra000225	2.7481636	3.346672	5.504029317	7.40201246
Bra000226	8.70603	16.448836	6.838115	7.5991548
Bra000227	1085.961	1270.115	1195.428	1110.301
Bra000228	0	0	0	0
Bra000229	0.019604	0.0741562	0.0734062	0.0830886
Bra000230	105.055815	69.795562	101.175141	86.931358
Bra000231	37.365968	27.661594	37.66859	18.272155
Bra000232	88.04235	56.06113	78.61106	42.03943
Bra000233	0	0	0	0
Bra000234	10.3012397	26.6559573	16.089012	32.620548
Bra000235	0.0120036	0.0093745	0	0.0133208
Bra000236	8.7394939	11.7191787	7.9027879	15.0413781
Bra000237	24.7791063	21.340961	17.4651818	18.02126784
Bra000238	45.396619	25.5638982	39.014234	19.8389257257
Bra000239	6.575052	12.50974	6.083705	11.226053
Bra000240	41.691238	25.453129	44.461261	25.561516
Bra000241	0	0.0928021	0.0126551	0
Bra000242	118.56351	91.41295	126.57485	122.04717
Bra000243	9.55566	8.619791	10.122588	7.025391
Bra000244	0	11.1016	0	51.7405
Bra000245	2.31753	5.32683	1.72129	9.81854
Bra000246	1.16695	0.944418	0.748487	0.478969
Bra000247	8.29419149	4.78938671	8.29848463	5.97888347
Bra000248	0	0	0	0
Bra000249	10.653431	9.136123	10.875562	9.6976694
Bra000250	10.69976	11.92344	8.88945	4.86049
Bra000251	21.029803	24.321836	23.959973	17.601728
Bra000252	0	0.0420597	0	0
Bra000253	10.021102	9.888246	8.555792	7.00257
Bra000254	0	0	0	0
Bra000255	9.90211	28.8161	3.45578	2.95892
Bra000256	1.0022398	2.734432	1.4536124	6.230301
Bra000257	0	0	0	0
Bra000258	0	0	0	0
Bra000259	0	0	0	0
Bra000260	31.0322325	19.9526481	34.9493367	29.5124582
Bra000261	0.06962938	0.0944845	0.119031	0.3868164
Bra000262	19.2009259	14.363868	16.7900613	10.8083857
Bra000263	0.24124	1.05639	0.727629	3.69731
Bra000264	0	0	0	0
Bra000265	4.5195054	5.192165	10.8975998	11.6455
Bra000266	0	0	0.0231415	0.272667
Bra000267	44.163902	26.191685	34.364018	12.21608
Bra000268	52.954023	53.495254	59.774387	90.246483
Bra000269	18.31842	4.463895	9.65502	5.45355
Bra000270	0.0118819	0	0.0205746	0
Bra000271	5.343777	7.9183777	4.1818434	4.8411793
Bra000272	26.570567	19.214471	27.44137	40.629223
Bra000273	0	0	0	0.128038
Bra000274	22.3342895	16.239578	20.571105	14.5312959
Bra000275	0	0	0	0
Bra000276	16.014	27.4426	42.039	36.9983
Bra000277	32.55245	20.21568	26.79561	12.55852
Bra000278	0	0	0	0
Bra000279	3.7302787	2.7711002	3.4531413	3.2651210239
Bra000280	7.1439629	9.1791344	8.9314477	27.3117259
Bra000281	0	0	0	0.104971
Bra000282	1.55264151078	0.796142	2.214854	0.345226726
Bra000283	33.10251	30.79319	28.74369	13.12003
Bra000284	0.0222008	0.03023055	0.71684705	0.022929
Bra000285	32.6753	51.7319	65.7338	125.3
Bra000286	4.8411533	3.496977	2.817462	1.7725894
Bra000287	0	0	0	0
Bra000288	67.02161	51.068835	68.379976	80.036771
Bra000289	0.1143549	0.682634	0.516142177	2.234351
Bra000290	2.8120091	2.650714	3.486415	2.289639
Bra000291	0	0.0110922	0	0.0472742
Bra000292	0	0	0.0094807	0
Bra000293	26.003949	18.259	22.387616	14.185575
Bra000294	11.223952	11.1593099	14.3698604	12.9017372
Bra000295	11.0569442	9.185449	10.0682346	8.3000791
Bra000296	0.8400130836	0.0802179	0.5622066	0.04466912
Bra000297	0.3502882	2.164168	0.680976	1.178366
Bra000298	18.676017	13.991026	24.567145	11.0076133
Bra000299	85.6318	271.533	110.679	111.967
Bra000300	13.55343	13.82237	13.397129	13.794402
Bra000301	33.34348	20.47222	28.16272	5.642132
Bra000302	15.4955798	9.3452125	12.0761852	7.7323397
Bra000303	8.9568016	8.092463	9.6227899	9.4290883
Bra000304	8.1708493	10.1551957	7.5731164	8.462288
Bra000305	33.30838	33.68882	29.057198	19.91038
Bra000306	0.03703317	0.572231	0.0461057	2.3114171
Bra000307	0.297465	0.444273	0.195125	0.222958
Bra000308	2.2390369	3.0113771	2.3023554	2.7064959
Bra000309	0	0.0869524	0	0.115896
Bra000310	10.406095	17.875979	19.4627104	44.6995263
Bra000311	654.0199	364.1903	496.0187	56.80646
Bra000312	0.308872	4.458747	0.925647	13.145382
Bra000313	0	0.0966271	0	0.121997
Bra000314	0	0	0	0
Bra000315	13.705657	9.053746	6.926868	10.5155942
Bra000316	35.010365	23.785861	36.559656	27.658185
Bra000317	5.5471022	4.971865	6.4755813	7.0324968
Bra000318	0.1613082	5.203079	0.207354	0.812834
Bra000319	0	0	0	0
Bra000320	0	0	0	0
Bra000321	16.01221	13.32828	21.54913	21.26377
Bra000322	0	0	0	0
Bra000323	0	0	0	0
Bra000324	0	0	0	0
Bra000325	306.9808	180.2668	282.3513	385.2925
Bra000326	0.133945	0.248261	0.184974	0.425809
Bra000327	20.22062	12.6962592	17.92692915	17.928594248
Bra000328	1.6922114	6.103994	1.8620951	2.6477817
Bra000329	0	0	0	0.00801464
Bra000330	0.110212	0.0401835	0	0.0866724
Bra000331	0	0	0	0
Bra000332	0.0067459	0	0	0
Bra000333	0	0	0	0
Bra000334	0.178831	0.403577	0.0206275	0.240401
Bra000335	7.972942	8.3910843	6.3202103	10.3978213
Bra000336	6.46789	4.97712	5.70082	5.22056
Bra000337	0	0.091999	0.0633964	0.44603
Bra000338	3.0477013	4.8141943	4.9487226	9.990154
Bra000339	16.053355	9.2323447	12.714311	7.54629727
Bra000340	3.27061	2.94219	7.5175	8.0683
Bra000341	12.161637	15.78819	8.817058	10.65634
Bra000342	0.336092	5.52918	2.4521	15.3656
Bra000343	0	0	0	0
Bra000344	0.229107	0.2765798	0.1223386	0.12651
Bra000345	0.0122765	0.023161	0	0.089482
Bra000346	7.2209283	6.01308	6.230359	4.2657995
Bra000347	20.8278387	23.260241	18.7218011	27.6498658
Bra000348	0.00322907	0.0222668	0.00363594	0.0929071
Bra000349	217.289	148.242	201.413	98.9891
Bra000350	0	0.0399484	0	0
Bra000351	47.4245729	23.349971	43.9488356	38.4940256
Bra000352	0.042866	0.210636	0.0234761	0.567052
Bra000353	5.552723	4.870751	4.2859143	3.983565251
Bra000354	0	0.384861	0.0381171	0.204306
Bra000355	27.114401	20.816582	28.472333	17.411219
Bra000356	20.5163	21.1498	24.0264	18.8657
Bra000357	16.8563838	14.3987421	16.6596782	17.564783
Bra000358	159.81006	97.7604	284.52555	73.561944
Bra000359	30.61819	29.5602	30.76806	27.3142
Bra000360	38.9716	50.2454	43.9141	29.8307
Bra000361	27.07312	17.30423	29.04958	11.27726
Bra000362	0.0830674	0.9695033	0.0186468	1.4076069
Bra000363	0	0	0	0
Bra000364	0	0.0580078	0.07332	0.354466
Bra000365	71.55419	74.737619	76.849585	85.121378
Bra000366	23.2351	35.6346	32.3181	69.8077
Bra000367	21.899171	17.511172	19.187679	17.575978
Bra000368	244.6121	176.4265	237.818	153.3481
Bra000369	148.727207	174.7989566	83.712179	7.41475749
Bra000370	0	0	0	0
Bra000371	2.783431	3.4010927	3.5480213	4.3903774
Bra000372	0.00484578	0.0499649	0.0139388	0.0910863
Bra000373	0	0	0	0
Bra000374	11.2194233	12.640313	11.6107145	13.0119329
Bra000375	9.40763	14.4476	8.93947	17.0408
Bra000376	87.15979	98.18159	79.91001	53.662691
Bra000377	2489.25	2115.68	4416.25	1884.01
Bra000378	0	0.0732584	0	1.9915749
Bra000379	20.310291	14.837348	17.220970381	10.9409048077
Bra000380	14.96791	6.198664	15.02691	2.1691974808
Bra000381	0	0.0508369	0.198738	0.188879
Bra000382	0.00565582	0.0210442	0.045118	0.0453542
Bra000383	20.14716	15.751857	18.22311	14.76438
Bra000384	18.17752756	19.3195713	19.6466854	35.0240515
Bra000385	44.43534	26.24966	44.71596	17.98007
Bra000386	6.659226	4.4162396	5.4989018	3.528965
Bra000387	19.6674651	15.1456136	16.3233157	14.3069091
Bra000388	0	0	0	0
Bra000389	0.0580407	0.529139	0.183256	10.17332
Bra000390	0.1588731774	0.5674331	0.098181176257	1.5099357
Bra000391	146.26248	90.34193	134.59365	75.55159
Bra000392	0	0.00472201	0.0079612	0
Bra000393	0	0	0	0
Bra000394	16.822491	14.060503	14.211057	8.958715
Bra000395	5.63391	2.73216	10.9759	2.37613
Bra000396	5.656694	6.2692211	5.3696436	4.2472935
Bra000397	26.502174	26.740306	26.532789	35.641205
Bra000398	0.286532	0.193379	0.180602	0.0887261
Bra000399	8.4302	5.08641	7.73389	4.1085
Bra000400	31.995904	13.7350232	30.2541359	14.1912184
Bra000401	16.8536938	35.8882613	29.3804045	58.618969
Bra000402	0	0	0.13215	0.27384
Bra000403	48.738219	32.274785	53.60126	32.547607
Bra000404	0.0346007	0	0.067584	0
Bra000405	26.99172	19.81354	28.15293	17.38619
Bra000406	0.0134025	0.013805	0.0119395	0.0452374
Bra000407	5.20747885	5.689501	4.58549237	4.700528
Bra000408	11.37246	9.03936	11.60699	7.25804
Bra000409	10.1816632	10.211666	9.6497906	10.1719915
Bra000410	17.843146	14.47338	19.135489	13.667089
Bra000411	0.118982	3.588852	0.2240338	2.213027
Bra000412	0.37400527	2.474631	1.9743387	12.670405
Bra000413	19.821699	16.337162	18.427639	21.849916
Bra000414	0	0	0	0
Bra000415	3.903846	4.921008	4.067135	5.835405
Bra000416	1.0498966	2.97257141	0.6723269	7.286083
Bra000417	11.827934	11.503865	12.597199	9.217303
Bra000418	0.0448277	0.062053	0	0.0659386
Bra000419	235.3394	156.3384	286.151	126.22047
Bra000420	2.3745644	2.0384285	2.574823	1.6821087
Bra000421	1.6519265	7.847272	1.0323271	0.9715971
Bra000422	66.3385	50.6233	65.4438	48.8302
Bra000423	0	0.102629	0.015193	0.0123504
Bra000424	7.0033671	6.8194548	8.0046179	10.2724308
Bra000425	0	0	0	0
Bra000426	0	0	0	0
Bra000427	0	0	0	0
Bra000428	70.8191	63.4435	69.8368	97.1165
Bra000429	0.2327611	1.431466	0.423808	7.62503
Bra000430	2.845739	13.66741	11.0091	41.41293
Bra000431	0	0	0	0
Bra000432	10.15107	9.43822	10.76643	7.85075
Bra000433	0	0	0	0
Bra000434	0	0.0289918	0	0.587993
Bra000435	2.420098	4.17808	1.633598	4.72645
Bra000436	9.442758	3.319081	14.891872	0.8560077
Bra000437	0.0183328	0.04275504281	0.1549606	0.00940842
Bra000438	0	0	0	0
Bra000439	0.0235486	0	0	0.145588
Bra000440	38.8541	29.325258	40.504	37.9933
Bra000441	0.0168923	0	0.0930439	0.114792
Bra000442	10.69353	7.4504744	10.5279313	5.9950135
Bra000443	159.096421	85.275229	166.580238	109.410334
Bra000444	0.511825	0.720253	0.501439	0.82929
Bra000445	25.849028482	18.73754339	23.320900012	22.086709511
Bra000446	7.2487898	4.423971	7.0440941	5.2175664
Bra000447	3.674352	2.93666	3.4215038	2.6570109
Bra000448	10.343302	11.896672	9.977755	7.765825
Bra000449	0.0299303	0.0943522	0.0438101	0.156569
Bra000450	20.1366	0	23.7935	0
Bra000451	123.537	285.863	331.521	626.195
Bra000452	14.6818	27.3798	24.8452	44.4512835
Bra000453	0.3777053333	3.657427	0.6176101	2.496903
Bra000454	237.288313	150.126497	211.925144	116.851429
Bra000455	13.4931	6.69381	10.8479	16.4757
Bra000456	10.7345184	16.846542	13.7053053	16.0813326
Bra000457	89.95999	66.66601	89.29608	81.54267
Bra000458	1.17081	3.854	1.06951	2.91744
Bra000459	4.040538	11.11068	6.33968	1.511626
Bra000460	427.7276	565.455	384.6182	388.2536
Bra000461	5.406292	13.800685	4.64945	7.21791
Bra000462	0	0	0	0
Bra000463	0.878815	1.66987	1.30141	2.85461
Bra000464	4.7001021	4.7540848	4.7772357	4.8769607
Bra000465	0	0	0.130989	0
Bra000466	13.715215	11.980986	13.1475229	11.209035
Bra000467	0.595319	0.485862	0.262599	0.398226
Bra000468	0.451958	0.345088	0.238192	0.374224
Bra000469	0.0044398	0.0940765	0.008940723459	0.160039
Bra000470	0	0	0	0
Bra000471	24.012282	26.4190871	25.8532067	26.11728
Bra000472	278.208	288.416	369.715	361.509
Bra000473	12.7173458	10.7773322	11.7436662	9.721346779
Bra000474	2.97361	9.877355	6.154169	23.559602
Bra000475	32.957842	30.077405	29.707309	21.059246
Bra000476	4.21455	4.71199	3.29185	1.86216
Bra000477	2.782142	2.966803	0.5719448	5.341936
Bra000478	0.644986	0.49508	0.782625	0.48595305
Bra000479	7.69248	13.807	12.2321	18.4117
Bra000480	68.063715	75.511238	68.267392	58.62916
Bra000481	90.4441	90.4342	90.1938	81.6158
Bra000482	0.186038	0.361195	0.609673	0
Bra000483	348.893	260.566	307.657	241.289
Bra000484	0	0	0	0
Bra000485	0.0633193	1.045468	0.1264416	2.479025
Bra000486	0.923371	1.030435	0.4972119	1.2291315
Bra000487	19.298926	21.035656	15.263682	11.821064
Bra000488	0.0175235	0.0273811	0	0.00995284
Bra000489	0.3871712	0.3546669	0.4224196	0.2277
Bra000490	16.726733	12.0466255	15.0575804	11.838011
Bra000491	0.4502316	0.16828113	1.0067229	0.4149578
Bra000492	8.945576	9.090774	9.094544	11.275268
Bra000493	79.562265	52.374073	58.443262	24.219533
Bra000494	26.929143	22.746721	23.941836	19.645371
Bra000495	0.00984115	0.00836854	0	0.0433238
Bra000496	0.713024	1.181677	2.831441	1.73365
Bra000497	2.01123	16.6676	329.394	220.843
Bra000498	3.8335673	7.262954	5.9831368	11.945982
Bra000499	22.8655169	17.168606347	19.3396054	14.9110895
Bra000500	0.144616	0.136407	0.158775	0.148703
Bra000501	141.173776	149.586704	173.124685	190.196643
Bra000502	0	0	0	0
Bra000503	53.03118	29.50322	50.096985	29.576444
Bra000504	0	0	0	0
Bra000505	14.51011	18.56717	19.47825	21.94326
Bra000506	0	0	0	0
Bra000507	5.9671098	5.614299654	8.815088	11.044058
Bra000508	53.7274	157.0808	85.18384	321.8517
Bra000509	13.064559	13.09556	12.864078	11.23581
Bra000510	0.0721886	1.567676	0.3400108	3.648311
Bra000511	0.1494998	0.4051317	0.0995832	0.8380045
Bra000512	1.00457	1.97389	2.81564	2.64237
Bra000513	4.9314	9.14674	11.5742	15.4747
Bra000514	0	0	0	0.00404461
Bra000515	0	0	0	0
Bra000516	7.7842385	11.5686379	8.4585494	10.277236905
Bra000517	0.282012	1.33632	0.506252	1.10385
Bra000518	8.184698	8.474149	7.4867179	7.042015
Bra000519	0.0536896	0.185212	0.0321441	0.214324
Bra000520	6.8081428	5.0125083	6.8473571	4.2102683
Bra000521	0.0241128	0.0324207	0.0444255	0.0408345
Bra000522	0	0	0	0.0019339
Bra000523	0.4678572	3.82682	1.78266	28.082018
Bra000524	0.473388	0.803474	0.638891	0.744847
Bra000525	7.640731	5.426034	7.0257072	6.0089056
Bra000526	11.2181	25.3771	23.2744	36.2129
Bra000527	0.3323965	2.9034616	1.2973172	14.437981
Bra000528	39.53906	31.24452	40.2838	31.41136
Bra000529	18.430998	15.409228	19.183063	20.579365
Bra000530	0	1.24273	0	0
Bra000531	3.816445	4.111694	3.038558	2.3594437
Bra000532	3.338949	5.284613	4.490327	7.377325
Bra000533	14.89289038	19.031360454	12.22983876	14.91638586
Bra000534	13.534519	14.830373	14.940998	18.114163
Bra000535	0	0.05167516	0.00597326	0.10018907
Bra000536	26.310129	26.93586	34.501364	37.069869
Bra000537	34.788007	25.189892	34.686599	30.549579
Bra000538	0.4194127	8.6100334	36.8321798	111.7600811
Bra000539	11.811892	12.491089	13.556299	13.375678
Bra000540	1.9292151	2.0616181	1.534651735	1.88766
Bra000541	0	0	0	0
Bra000542	0	0.00842076	0	0.0190201
Bra000543	78.4795393	54.359503	63.038620837	48.323498721
Bra000544	43.0851	113.0483	77.8037	147.36
Bra000545	5.998454	13.355441	8.086676	14.303657
Bra000546	0.0906753447	0.1014145191	0.2501313	0.8493409
Bra000547	8.210732	9.68822	15.34578	20.05562
Bra000548	0.5780582	0.047986695492	0.0385123	0.18983019
Bra000549	20.4517	10.09958	13.92763	5.42138
Bra000550	3.8557297	2.9857827	3.7611701	3.5148704
Bra000551	1.011706	3.55471	1.655795	8.385398
Bra000552	10.0112802	5.0616496	8.5441283	7.2222121
Bra000553	44.972355	32.174002	28.058904	18.380377
Bra000554	9.588809	8.887655	7.788214	6.943326
Bra000555	0.14370791946	0.90510068883	0.40441084961	3.826057
Bra000556	0.0121042	0.0351466	0.0103722	0.263597
Bra000557	0.04192442446	0.0847926097	0.0349518	0.3319537
Bra000558	1.6956323	6.083123	1.2114185	3.935185
Bra000559	0	0.089928	0	0
